Year,Week,Season,Customers,Orders,Units,Value,Return_Units,Return_Value,Partner,Delivery_Type,Store_Type,Next_Customer_Type,Return_Type,Markdown_Type,Despatch_Type
2023,2,S20231,1360,1976,14843,377840.12,1187,37770.01,Next,Store,UK_Next_Store,,Mixed,FP,Mixed
2023,14,S20231,3908,5678,8466,216759.17,762,20485.35,Next,Store,UK_Next_Store,,Store,FP,Home
2023,22,S20231,223,324,626,15915.09,63,1361.43,Next,Courier,Courier,,,Mixed,Home
2023,2,S20231,106,154,238,42758.78,26,3036.23,Reiss,Store,UK_Next_Store,,Mixed,FP,Branded
2023,21,S20231,212,308,464,12124.14,56,1243.77,Next,Store,UK_Next_Store,,Mixed,MD,Other
2023,20,S20231,508,738,1635,75113.21,213,10274.66,Next,Courier,Courier,,,Mixed,Branded
2023,23,S20231,1995,2898,8255,237724.96,1156,41612.67,Next,Store,UK_Next_Store,,Store,MD,Home
2023,18,S20231,1244,1807,5472,136899.27,821,29782.85,Next,Store,UK_Next_Store,,,FP,Mixed
2023,3,S20231,526,764,2940,30442.36,470,6083.29,Next,Store,UK_Next_Store,,Mixed,MD,Home
2023,21,S20231,27888,40506,104406,2186566.15,17749,390301.62,Next,Store,UK_Next_Store,,Store,FP,Mixed
2023,14,S20231,5423,7876,10265,141227.05,1848,21611.25,Next,Store,UK_Next_Store,,,MD,WWR
2023,9,S20231,471,684,1880,87362.77,357,10783.26,Next,Parcelshop,Courier,,Mixed,FP,Mixed
2023,16,S20231,157,228,410,16478.05,82,2801.27,Next,Courier,Courier,,,Mixed,Mixed
2023,11,S20231,13805,20046,44146,2812416.78,9271,620160.64,Next,Store,UK_Next_Store,,Store,FP,WWR
2023,19,S20231,73,106,158,3054.22,35,845.71,JOJO,Courier,Courier,,Mixed,FP,Branded
2023,22,S20231,146,212,475,38463.58,109,12798.25,Reiss,Store,UK_Next_Store,,,Mixed,Branded
2023,10,S20231,10376,15066,46706,435508.12,11209,130647.31,Next,Store,UK_Next_Store,,,MD,Mixed
2023,26,S20231,208,302,427,4367.31,107,1149.1,Next,Courier,Courier,,Store,MD,WWR
2023,10,S20231,30951,44934,83543,4419943.75,21721,976799.47,Next,Store,UK_Next_Store,,Store,FP,Branded
2023,20,S20231,62,90,213,8459.88,58,1497.36,Next,Courier,Courier,,Store,Mixed,Mixed
2023,19,S20231,31,45,104,5530.61,29,1310.86,GAP,Courier,Courier,,,Mixed,Branded
2023,16,S20231,31,45,225,12065.27,65,3659.8,Next,Store,UK_Next_Store,Mixed,Mixed,FP,Branded
2023,6,S20231,31,45,133,5711.12,40,2147.04,Next,Store,UK_Next_Store,,Store,Mixed,Home
2023,20,S20231,31,45,242,3287.49,75,1477.33,Next,Parcelshop,Courier,,,MD,Mixed
2023,9,S20231,31,45,242,2367.81,77,941.74,Next,Courier,Courier,,,Mixed,WWR
2023,1,S20231,2538,3684,6441,246249.54,2126,85344.33,Next,Courier,Courier,,Courier,FP,Branded
2023,16,S20231,13366,19400,27312,711977.21,9286,205759.64,Next,Courier,Courier,,,FP,MWR
2023,23,S20231,113,164,609,13565.32,213,3083.94,Next,Store,UK_Next_Store,Mixed,,MD,Mixed
2023,5,S20231,113,164,333,20246.71,120,6201.69,Next,Mixed,Mixed,,,FP,Mixed
2023,4,S20231,184,267,852,21995.38,315,8538.7,Next,Courier,Courier,,,MD,Mixed
2023,2,S20231,470,682,1253,22271.38,476,10575.79,Next,Store,UK_Next_Store,,,FP,CWR
2023,4,S20231,51,74,239,5010.27,93,2826.92,Next,Store,UK_Next_Store,,,Mixed,Branded
2023,7,S20231,51,74,226,6820.33,90,3395.08,Next,Mixed,Mixed,,Mixed,FP,Branded
2023,12,S20231,51,74,218,7139.37,89,3060.43,Next,Store,UK_Next_Store,,Store,Mixed,Branded
2023,16,S20231,51,74,114,17115.1,48,6125.4,Reiss,Store,UK_Reiss_Store,,Store,Mixed,Branded
2023,12,S20231,153,222,313,14800.95,135,4149.47,Next,Parcelshop,Courier,,Store,FP,Mixed
2023,25,S20231,51,74,228,4160.45,100,1551.04,Next,Courier,Courier,,Mixed,MD,WWR
2023,17,S20231,703,1020,3548,70666.9,1597,33398.48,Next,Courier,Courier,,,Mixed,WWR
2023,7,S20231,15225,22086,70931,3350001.11,32628,1926235.29,Next,Courier,Courier,,,FP,Home
2023,7,S20231,364,528,895,12693.44,421,8657.78,VS,Store,UK_Next_Store,,,MD,Branded
2023,23,S20231,424,615,1414,293536.34,679,176194.46,Next,Courier,Courier,,,Mixed,Home
2023,21,S20231,131,190,252,7904.28,123,4050.94,Next,Store,UK_Next_Store,,Store,MD,Mixed
2023,20,S20231,644,934,1628,43371.02,814,18432.68,Next,Store,UK_Next_Store,,,Mixed,Branded
2023,7,S20231,764,1108,1474,54389.09,0,0,Next,Courier,Courier,,,FP,MWR
2023,10,S20231,673,976,3974,71221.95,40,609.35,VS,Courier,Courier,,,Mixed,Branded
2023,13,S20231,331,480,2259,81628.31,45,1707.37,Next,Courier,Courier,Mixed,,FP,Mixed
2023,7,S20231,511,741,1409,62909.72,42,2344.05,Next,Courier,Courier,,Courier,FP,MWR
2023,18,S20231,20,29,134,5246.6,5,283.86,Next,Store,UK_Next_Store,Mixed,Mixed,FP,Mixed
2023,10,S20231,200,290,670,26819.3,34,1701.22,Next,Courier,Courier,,Mixed,Mixed,MWR
2023,24,S20231,20,29,76,1898.3,5,131.13,Next,Store,International_Next_Store,,Mixed,MD,Branded
2023,23,S20231,20,29,102,1964.64,7,114.6,JOJO,Courier,Courier,,Courier,FP,Branded
2023,1,S20231,20,29,143,2813.96,11,140.7,Next,Courier,Courier,Mixed,,Mixed,Branded
2023,18,S20231,20,29,149,2041.53,13,151.4,JOJO,Store,UK_Next_Store,,Mixed,FP,Branded
2023,2,S20231,20,29,291,4144.47,29,433.67,Next,Courier,Courier,Bath and Body Works,Mixed,FP,Branded
2023,12,S20231,40,58,180,6316.03,20,877.23,VS,Store,UK_VS_Store,,Store,FP,Branded
2023,8,S20231,20,29,79,3441.54,9,568.51,Next,Courier,Courier,Mixed,Store,MD,Branded
2023,8,S20231,20,29,37,914.75,5,154.52,Next,Courier,Courier,,Courier,FP,CWR
2023,7,S20231,20,29,82,5448.77,11,767.48,Next,Courier,Courier,LauraAshley,Mixed,FP,Home
2023,14,S20231,40,58,332,5285.39,50,676.59,Next,Parcelshop,Courier,,Mixed,MD,Mixed
2023,23,S20231,20,29,399,16289.84,64,1698.39,Next,Mixed,Mixed,,Mixed,Mixed,Mixed
2023,7,S20231,20,29,172,3678.91,29,527.24,Next,Store,UK_Next_Store,,,Mixed,Mixed
2023,26,S20231,20,29,139,5441.49,25,1027.62,Next,Store,UK_Next_Store,,Store,Mixed,MWR
2023,25,S20231,20,29,77,2512.79,15,611.88,Next,Store,UK_Next_Store,,Store,Mixed,Other
2023,21,S20231,20,29,104,2388.19,21,699.23,Next,Courier,Courier,,,Mixed,WWR
2023,8,S20231,15325,22220,43364,1143073.59,9106,300042.32,Next,Store,UK_Next_Store,,,FP,Home
2023,17,S20231,714,1035,2548,48462.19,561,11203.55,Next,Courier,Courier,,Courier,FP,MWR
2023,16,S20231,49,71,281,5726.76,65,1125.99,Next,Parcelshop,Courier,,Mixed,FP,WWR
2023,5,S20231,323,468,852,45578.28,204,7093.52,Next,Courier,Courier,,Courier,FP,Mixed
2023,10,S20231,78,113,149,6070.23,37,1281.27,Next,Courier,Courier,,,MD,Home
2023,5,S20231,457,662,1541,334570.35,401,91415.21,Next,Courier,Courier,Mixed,,FP,Home
2023,4,S20231,243,352,2362,58221.18,638,19657.66,Next,Courier,Courier,,Mixed,MD,Mixed
2023,19,S20231,1086,1573,4849,130031.84,1358,52803.81,Next,Store,UK_Next_Store,,,FP,Mixed
2023,22,S20231,145,210,301,8733.45,87,3155.36,GAP,Courier,Courier,,Store,FP,Branded
2023,9,S20231,29,42,166,2769.07,50,875.76,Next,Parcelshop,Courier,,Mixed,Mixed,Branded
2023,24,S20231,29,42,68,6554,21,1720.43,Next,Store,UK_Next_Store,Mixed,Store,FP,Home
2023,12,S20231,29,42,96,2274.86,31,477.48,Next,Parcelshop,Courier,,Mixed,Mixed,WWR
2023,22,S20231,29,42,72,2226.65,24,630.88,Next,Courier,Courier,,Courier,MD,WWR
2023,15,S20231,25878,37474,99866,4850261.16,33954,1731520.8,Next,Store,UK_Next_Store,,Store,FP,Mixed
2023,18,S20231,826,1196,5946,153834.93,2081,67299.55,Next,Store,UK_Next_Store,,Mixed,FP,WWR
2023,13,S20231,5578,8076,12859,453271.82,4629,236595.62,Next,Courier,Courier,,,FP,Home
2023,10,S20231,67,97,456,14711.57,169,6815.39,Next,Store,UK_Next_Store,,Store,Mixed,Mixed
2023,16,S20231,239,346,848,22075.41,322,8801.53,Next,Courier,Courier,,,FP,MWR
2023,26,S20231,152,220,572,16948.96,223,5616.57,Next,Store,UK_Next_Store,Mixed,,Mixed,Mixed
2023,26,S20231,123,178,393,17692,157,4594.07,Next,Mixed,Mixed,,,FP,Branded
2023,9,S20231,94,136,636,25553.15,0,0,Next,Courier,Courier,,Mixed,FP,Branded
2023,23,S20231,329,476,784,31058.96,8,332.77,Next,Courier,Courier,,Courier,FP,Other
2023,9,S20231,2244,3246,6741,149275.58,135,3736.87,Next,Courier,Courier,,,MD,Home
2023,10,S20231,298,431,1297,17687.58,39,771.19,Next,Courier,Courier,,,MD,Mixed
2023,3,S20231,65,94,124,10912.89,5,550.04,Reiss,Store,UK_Next_Store,,,Mixed,Branded
2023,5,S20231,65,94,176,4319.87,9,231.95,Next,Courier,Courier,,Store,Mixed,WWR
2023,14,S20231,65,94,182,7415.21,11,380.95,Next,Courier,Courier,,Store,FP,MWR
2023,19,S20231,668,966,3455,73239.71,242,3334.47,Next,Courier,Courier,,,FP,WWR
2023,24,S20231,27270,39433,243923,6085592.48,19514,413823.68,Next,Courier,Courier,,,FP,Mixed
2023,4,S20231,296,428,520,23935.63,47,2271.58,Next,Courier,Courier,,Courier,FP,WWR
2023,14,S20231,28354,40996,87834,4274449.19,8783,534281.82,Next,Store,UK_Next_Store,,Store,FP,Mixed
2023,6,S20231,83,120,240,35128.03,26,5518.03,Reiss,Store,UK_Reiss_Store,,Store,Mixed,Branded
2023,20,S20231,83,120,185,12513.46,22,1860.11,Next,Courier,Courier,,Store,Mixed,Branded
2023,16,S20231,5376,7772,10388,321447.72,1350,43863.32,Next,Courier,Courier,,,FP,Home
2023,12,S20231,1636,2365,4330,116546.37,606,13864.44,Next,Courier,Courier,,Courier,FP,WWR
2023,17,S20231,101,146,231,9216.42,35,907.68,Next,Courier,Courier,,,MD,Home
2023,17,S20231,606,876,1201,41735.94,192,5671.36,Next,Courier,Courier,,Courier,FP,WWR
2023,8,S20231,7894,11411,26583,2470018.75,4519,440887.61,Next,Courier,Courier,,Courier,FP,Branded
2023,19,S20231,674,974,1454,32209.7,262,7254.94,Next,Store,UK_Next_Store,Bath and Body Works,,FP,Branded
2023,11,S20231,191,276,689,41917.03,131,11556.08,Next,Parcelshop,Courier,,Mixed,FP,Branded
2023,2,S20231,21849,31572,94955,3857613.68,18991,964403.42,Next,Courier,Courier,,Mixed,FP,Branded
2023,20,S20231,681,984,2984,19092.54,627,4212.32,Next,Store,UK_Next_Store,Bath and Body Works,,FP,Branded
2023,17,S20231,36879,53275,142707,5178563.61,31396,968405.58,Next,Store,UK_Next_Store,,Store,FP,Branded
2023,24,S20231,36,52,89,5550.66,20,810.77,Next,Store,UK_Next_Store,,Courier,FP,Branded
2023,13,S20231,9,13,29,818.07,7,167.85,VS,Store,UK_Next_Store,,Store,Mixed,Branded
2023,22,S20231,9,13,32,671.63,8,176.3,Next,Store,UK_Next_Store,Bath and Body Works,Mixed,FP,Branded
2023,22,S20231,9,13,48,1321.2,12,412.88,Next,Mixed,Mixed,,Mixed,FP,Home
2023,5,S20231,54,78,319,4296.48,86,1679.53,Next,Courier,Courier,Mixed,,Mixed,Mixed
2023,25,S20231,36,52,175,3134.67,49,1097.13,Next,Store,UK_Next_Store,Mixed,Store,MD,Mixed
2023,13,S20231,9,13,19,234.67,6,77.81,Next,Parcelshop,Courier,,Mixed,MD,MWR
2023,8,S20231,9,13,17,417.22,5,104.31,Next,Courier,Courier,LauraAshley,Mixed,MD,WWR
2023,15,S20231,54,78,160,3625.44,0,0,Next,Store,UK_Next_Store,,,Mixed,Branded
2023,16,S20231,18,26,68,2635.69,1,32.95,Next,Parcelshop,Courier,,Store,MD,Branded
2023,7,S20231,5076,7332,35787,961929.36,716,20207.85,Next,Store,UK_Next_Store,,Mixed,MD,Branded
2023,23,S20231,18,26,114,1710.56,3,56.27,JOJO,Store,UK_JOJO_Store,,,Mixed,Branded
2023,5,S20231,54,78,212,5833.76,8,319.21,Next,Courier,Courier,Mixed,,Mixed,Branded
2023,12,S20231,36,52,141,2572.5,7,159.64,Next,Store,UK_Next_Store,Mixed,,Mixed,Branded
2023,5,S20231,36,52,77,4259.95,5,290.45,Next,Store,UK_Next_Store,,Store,FP,Branded
2023,22,S20231,36,52,122,3416.07,9,214.2,VS,Store,UK_VS_Store,,Mixed,FP,Branded
2023,2,S20231,36,52,172,8289.05,14,438.55,Next,Courier,Courier,,Mixed,FP,Home
2023,6,S20231,36,52,153,9895.56,14,769.65,Next,Store,UK_Next_Store,LauraAshley,Mixed,FP,Home
2023,25,S20231,36,52,216,11826.36,22,1264.76,Next,Courier,Courier,Mixed,,Mixed,Home
2023,17,S20231,126,182,445,27914.5,49,3842.16,Next,Courier,Courier,,,Mixed,Home
2023,26,S20231,36,52,131,3942.4,16,698.2,Next,Parcelshop,Courier,,Mixed,MD,Mixed
2023,6,S20231,36,52,93,2159.86,12,348.36,Next,Courier,Courier,,Mixed,MD,MWR
2023,13,S20231,36,52,142,3296.83,20,487.56,Next,Store,UK_Next_Store,,Store,Mixed,WWR
2023,16,S20231,36,52,163,2944.66,24,368.53,Next,Courier,Courier,,Mixed,Mixed,WWR
2023,25,S20231,9,13,80,467.8,13,49.41,Next,Courier,Courier,Bath and Body Works,Mixed,MD,Branded
2023,3,S20231,9,13,114,3674.6,19,520.57,Next,Store,UK_Next_Store,Mixed,Store,FP,Branded
2023,3,S20231,9,13,68,670.51,12,124.24,Next,Courier,Courier,Bath and Body Works,Mixed,FP,Branded
2023,3,S20231,9,13,46,908.33,9,222.15,VS,Store,UK_VS_Store,,Store,Mixed,Branded
2023,9,S20231,9,13,31,454.09,6,127.44,Next,Courier,Courier,Mixed,,MD,Branded
2023,5,S20231,9,13,19,596.77,4,157.04,Next,Courier,Courier,LauraAshley,,FP,Branded
2023,19,S20231,9,13,75,432.89,17,103.03,Next,Store,UK_Next_Store,Bath and Body Works,Mixed,FP,Branded
2023,7,S20231,9,13,62,443.98,14,85.22,Next,Courier,Courier,Bath and Body Works,,MD,Branded
2023,3,S20231,9,13,90,2095.41,22,332.94,Next,Courier,Courier,Mixed,Mixed,MD,Branded
2023,3,S20231,9,13,46,677.88,12,150.31,VS,Parcelshop,Courier,,,MD,Branded
2023,12,S20231,9,13,26,1258.6,7,355.8,Next,Courier,Courier,,Mixed,MD,Branded
2023,23,S20231,9,13,20,950.57,5,297.05,GAP,Courier,Courier,,Courier,MD,Branded
2023,22,S20231,9,13,34,1678.43,10,715.8,Next,Parcelshop,Courier,,Mixed,MD,Branded
2023,12,S20231,9,13,31,799.17,9,290.02,GAP,Courier,Courier,,Store,FP,Branded
2023,26,S20231,45,65,184,4859.1,55,1525.07,Next,Courier,Courier,,Courier,FP,Branded
2023,15,S20231,18,26,114,2272.16,35,592.95,Next,Parcelshop,Courier,,Mixed,MD,Branded
2023,17,S20231,9,13,17,466.18,5,89.12,VS,Courier,Courier,,Store,MD,Branded
2023,12,S20231,18,26,51,1615.01,17,457.59,GAP,Courier,Courier,,,FP,Branded
2023,1,S20231,9,13,22,1260.83,7,421.23,VS,Courier,Courier,,Store,Mixed,Branded
2023,6,S20231,9,13,17,4397.6,6,1940.12,Reiss,Courier,Courier,,Courier,MD,Branded
2023,13,S20231,18,26,36,1626,13,851.39,Next,Parcelshop,Courier,,Courier,MD,Branded
2023,25,S20231,9,13,26,828.56,10,398.35,Next,Courier,Courier,Aubin,,MD,Branded
2023,1,S20231,9,13,77,733.96,29,290.25,VS,Store,UK_VS_Store,,Store,Mixed,Branded
2023,1,S20231,9,13,55,782.2,21,253.86,VS,Courier,Courier,,Courier,FP,Branded
2023,1,S20231,9,13,62,801.71,25,210.13,Next,Store,UK_Next_Store,,,Mixed,CWR
2023,20,S20231,9,13,22,397.51,9,138.23,Next,Parcelshop,Courier,,,FP,CWR
2023,9,S20231,9,13,31,1182.86,13,520.84,Next,Store,UK_Next_Store,,,Mixed,CWR
2023,20,S20231,9,13,66,1321.68,28,700.89,Next,Courier,Courier,,Mixed,FP,CWR
2023,2,S20231,9,13,24,433.92,11,288.38,Next,Courier,Courier,,,MD,CWR
2023,1,S20231,9,13,46,565.43,21,322.66,Next,Parcelshop,Courier,,,Mixed,Home
2023,15,S20231,18,26,111,1638.18,51,790.31,Next,Store,UK_Next_Store,,Store,Mixed,Home
2023,3,S20231,9,13,53,1792.92,25,718.86,Next,Mixed,Mixed,,Mixed,MD,Home
2023,2,S20231,9,13,21,1206.59,10,373.47,Next,Store,UK_Next_Store,LauraAshley,Store,FP,Home
2023,19,S20231,9,13,46,1980.77,23,841.83,Next,Parcelshop,Courier,,Mixed,FP,Home
2023,4,S20231,9,13,29,2569.55,15,1395.53,Next,Mixed,Mixed,,,MD,Home
2023,14,S20231,27,39,83,24529.02,42,15515.34,Next,Courier,Courier,,Courier,FP,Home
2023,12,S20231,9,13,77,1776.02,40,1337.78,Next,Courier,Courier,Mixed,Mixed,Mixed,Home
2023,21,S20231,9,13,53,1044.03,28,689.45,Next,Parcelshop,Courier,,Mixed,FP,Home
2023,17,S20231,9,13,22,401.94,12,230.2,Next,Courier,Courier,,Courier,MD,Home
2023,5,S20231,18,26,37,5850.42,20,2688.03,Next,Courier,Courier,,Courier,FP,Home
2023,12,S20231,9,13,41,1966.36,23,717,Next,Courier,Courier,,Mixed,FP,Home
2023,18,S20231,9,13,39,4101.87,22,1966.79,Next,Courier,Courier,LauraAshley,Mixed,FP,Home
2023,5,S20231,9,13,79,8729.1,46,5336.91,Next,Courier,Courier,Mixed,,Mixed,Home
2023,8,S20231,9,13,50,3152.26,30,2364.2,Next,Mixed,Mixed,,,MD,Home
2023,9,S20231,9,13,53,1551,32,1357.86,Next,Store,UK_Next_Store,Mixed,Store,Mixed,Mixed
2023,15,S20231,9,13,68,876.88,41,660.88,Next,Store,UK_Next_Store,Mixed,,Mixed,Mixed
2023,19,S20231,9,13,56,2040.1,35,1338.82,Next,Courier,Courier,Mixed,Courier,FP,Mixed
2023,23,S20231,9,13,48,1789.66,30,950.76,Next,Store,UK_Next_Store,Mixed,Store,Mixed,Mixed
2023,22,S20231,9,13,29,602.5,19,256.58,Next,Courier,Courier,Mixed,,MD,Mixed
2023,26,S20231,9,13,41,1336.56,27,748.15,Next,Courier,Courier,Mixed,,MD,Mixed
2023,7,S20231,18,26,141,5684.85,93,3937.06,Next,Store,UK_Next_Store,,,FP,Mixed
2023,11,S20231,9,13,55,989.95,37,832.46,Next,Parcelshop,Courier,,Courier,MD,Mixed
2023,7,S20231,9,13,59,1853.45,40,1822.04,Next,Mixed,Mixed,,,FP,Mixed
2023,12,S20231,9,13,32,598.07,22,513.97,Next,Store,UK_Next_Store,,Store,MD,Mixed
2023,20,S20231,9,13,21,2429.55,15,1822.16,Reiss,Store,UK_Reiss_Store,,Store,FP,Mixed
2023,15,S20231,9,13,51,2406.66,36,1444,Next,Store,International_Next_Store,,Mixed,FP,MWR
2023,20,S20231,9,13,95,4080.33,68,1898.43,Next,Courier,Courier,,Store,Mixed,MWR
2023,26,S20231,9,13,19,526.18,14,329.55,Next,Courier,Courier,,Courier,MD,MWR
2023,23,S20231,18,26,62,2357.93,46,1836.9,Next,Courier,Courier,,Courier,MD,MWR
2023,14,S20231,198,286,864,33783.77,648,31672.28,Next,Courier,Courier,,,FP,MWR
2023,10,S20231,9,13,73,2555.96,55,2792.3,Next,Courier,Courier,Mixed,Mixed,FP,WWR
2023,12,S20231,9,13,23,1257.52,18,1230.18,Next,Courier,Courier,,Courier,FP,WWR
2023,1,S20231,9,13,61,889.74,48,735.13,Next,Parcelshop,Courier,,Mixed,Mixed,WWR
2023,23,S20231,9,13,70,1162.86,55,776.62,Next,Courier,Courier,,,FP,WWR
2023,24,S20231,9,13,44,1109.81,35,573.82,Next,Store,International_Next_Store,,Mixed,FP,WWR
2023,19,S20231,9,13,46,678.85,37,464.13,Next,Store,International_Next_Store,,,MD,WWR
2023,21,S20231,36,52,223,5574.59,183,4803.4,Next,Store,International_Next_Store,,,FP,WWR
2023,13,S20231,9,13,27,619.32,22,630.79,Next,Parcelshop,Courier,,Courier,MD,WWR
2023,17,S20231,9,13,32,1154.18,27,1412.07,Next,Courier,Courier,,Store,Mixed,WWR
2023,21,S20231,705,1018,2503,62390.99,2128,66304.45,Next,Store,UK_Next_Store,,Mixed,MD,MWR
2023,13,S20231,3391,4896,8160,130423.38,7018,117779.03,Next,Courier,Courier,,,FP,Mixed
2023,20,S20231,42049,60710,113444,2435036.81,98696,1800704.61,Next,Store,UK_Next_Store,,,FP,MWR
2023,4,S20231,408,589,2231,63776.1,1963,36474.73,Next,Store,UK_Next_Store,,Store,FP,WWR
2023,4,S20231,28329,40893,107159,6609469.53,95372,5000089.39,Next,Store,UK_Next_Store,,Store,FP,Branded
2023,24,S20231,221,319,797,21364.97,717,20181.45,Next,Courier,Courier,,Store,MD,WWR
2023,15,S20231,3176,4584,6234,241388.08,5673,274581.85,Next,Courier,Courier,,,FP,Mixed
2023,5,S20231,17304,24975,54138,4292990.09,49807,5726853.38,Next,Store,UK_Next_Store,,Mixed,FP,Branded
2023,11,S20231,273,394,707,74796.06,658,87015.22,Reiss,Courier,Courier,,,Mixed,Branded
2023,16,S20231,1113,1606,2147,39046.8,2018,38535.75,Next,Store,UK_Next_Store,,,FP,WWR
2023,9,S20231,140,202,556,14067.79,528,11355.44,Next,Courier,Courier,,Courier,FP,WWR
2023,3,S20231,192,277,524,15146.95,503,9450.95,Next,Parcelshop,Courier,,Store,FP,WWR
2023,8,S20231,61,88,362,46001.99,351,37913.52,Next,Courier,Courier,,Mixed,FP,Home
2023,12,S20231,61,88,238,26561.76,233,27303.93,Next,Courier,Courier,,Mixed,Mixed,Home
2023,22,S20231,61,88,126,7388.55,125,9162.39,Next,Parcelshop,Courier,,Courier,FP,Mixed
2023,19,S20231,43,62,106,1755.05,106,2544.82,Next,Store,UK_Next_Store,Bath and Body Works,Store,FP,Branded
2023,3,S20231,43,62,112,2114.15,0,0,Next,Parcelshop,Courier,,,MD,Branded
2023,4,S20231,43,62,97,3724.71,1,40.32,Next,Store,UK_Next_Store,,Courier,FP,Branded
2023,10,S20231,129,186,918,47360.04,18,789.33,Next,Courier,Courier,Mixed,Mixed,FP,Home
2023,19,S20231,43,62,104,3669.79,3,68.81,Next,Parcelshop,Courier,,Store,FP,MWR
2023,18,S20231,120,173,1521,38295.62,61,1305.48,Next,Courier,Courier,,Mixed,MD,Mixed
2023,8,S20231,77,111,180,7914.68,9,415.52,Next,Courier,Courier,Mixed,Mixed,MD,WWR
2023,23,S20231,68,98,275,6823.97,17,527.31,GAP,Store,UK_Next_Store,,Mixed,MD,Branded
2023,5,S20231,34,49,138,3794.81,10,398.73,Next,Courier,Courier,,Store,MD,Branded
2023,25,S20231,2283,3290,5885,228299.98,471,22839.7,Next,Courier,Courier,,Courier,FP,Branded
2023,14,S20231,1263,1820,6996,205977.53,630,19476.01,Next,Store,UK_Next_Store,,Mixed,FP,Branded
2023,18,S20231,4014,5784,7719,443195.31,772,37676.48,Next,Courier,Courier,,Courier,FP,Branded
2023,9,S20231,93,134,223,1811.5,25,132,Next,Store,UK_Next_Store,Bath and Body Works,Store,MD,Branded
2023,16,S20231,93,134,167,18138.68,20,1846.45,Next,Courier,Courier,,Store,FP,MWR
2023,6,S20231,454,654,1711,72418.25,222,9865.98,Next,Courier,Courier,,Mixed,MD,MWR
2023,16,S20231,958,1380,5562,309840.91,779,54244.44,Next,Courier,Courier,,Mixed,FP,Branded
2023,21,S20231,931,1341,4550,162397.85,683,35347.41,Next,Courier,Courier,,,FP,Branded
2023,3,S20231,25,36,59,1051.2,9,200.44,Next,Parcelshop,Courier,,Courier,MD,Branded
2023,25,S20231,25,36,77,5036.85,13,892.9,Next,Courier,Courier,,Mixed,MD,Home
2023,12,S20231,25,36,104,2953.16,19,458.59,Next,Parcelshop,Courier,,Mixed,Mixed,Branded
2023,5,S20231,25,36,123,1064,23,129.32,Next,Store,UK_Next_Store,Bath and Body Works,Mixed,FP,Branded
2023,11,S20231,25,36,51,1065.79,10,177.63,Next,Store,UK_Next_Store,,,MD,CWR
2023,15,S20231,25,36,123,11960.02,26,2654.54,Next,Courier,Courier,LauraAshley,Mixed,FP,Home
2023,9,S20231,25,36,61,6092.32,13,1622.95,Next,Courier,Courier,Mixed,Store,FP,Home
2023,17,S20231,175,252,449,20368.14,103,6775.01,Next,Courier,Courier,,,FP,Mixed
2023,11,S20231,25,36,79,2073.03,19,623.22,Next,Courier,Courier,,Store,Mixed,MWR
2023,24,S20231,25,36,180,1760.25,45,462.07,Next,Courier,Courier,,,Mixed,Other
2023,4,S20231,25,36,113,1890.85,29,412.47,Next,Parcelshop,Courier,,Mixed,Mixed,WWR
2023,6,S20231,25,36,134,1698.27,36,296.56,Next,Parcelshop,Courier,,,Mixed,WWR
2023,2,S20231,25,36,113,4787.43,32,1152.37,Next,Courier,Courier,Mixed,Mixed,FP,WWR
2023,13,S20231,25,36,253,15058.62,73,4562.23,Next,Courier,Courier,Mixed,Mixed,FP,Branded
2023,5,S20231,25,36,73,3438.39,22,1295.28,Next,Parcelshop,Courier,,Store,MD,Branded
2023,20,S20231,25,36,60,1142.07,19,524.4,Next,Courier,Courier,,,FP,CWR
2023,17,S20231,100,144,214,5209.65,68,2069.25,Next,Parcelshop,Courier,,,FP,WWR
2023,18,S20231,25,36,86,1594.74,28,545.18,Next,Courier,Courier,Mixed,,FP,WWR
2023,25,S20231,41238,59382,294474,7192806.85,100121,2078717.86,Next,Store,UK_Next_Store,,Mixed,FP,Mixed
2023,15,S20231,26377,37971,203276,3979578.79,71147,905359.26,Next,Courier,Courier,,,FP,Mixed
2023,4,S20231,703,1012,1337,90461.46,481,27662.8,Next,Courier,Courier,,Courier,FP,Branded
2023,16,S20231,157,226,432,15838.82,160,6159.54,Next,Store,UK_Next_Store,,,Mixed,Home
2023,5,S20231,7533,10842,19971,2035880.75,7589,967045.9,Next,Courier,Courier,,Courier,FP,Branded
2023,25,S20231,41,59,143,7278.28,56,4132.84,Next,Mixed,Mixed,,Mixed,FP,Branded
2023,7,S20231,2139,3078,26792,517047.26,10717,258528.45,Next,Courier,Courier,,Mixed,MD,Branded
2023,26,S20231,27314,39298,80735,1087244.7,33101,468053.89,Next,Store,UK_Next_Store,,,MD,Branded
2023,3,S20231,57,82,186,3989.34,78,1422.01,Next,Store,UK_Next_Store,,Store,Mixed,Home
2023,6,S20231,57,82,177,5308.29,76,1481.52,Next,Store,UK_Next_Store,,,Mixed,Mixed
2023,24,S20231,57,82,134,5400.02,59,2020.98,Next,Courier,Courier,LauraAshley,Store,MD,Home
2023,22,S20231,14488,20837,43007,5859935.8,19353,2768798.21,Next,Courier,Courier,,,FP,Home
2023,3,S20231,89,128,202,17084.94,93,9832.3,Next,Courier,Courier,LauraAshley,Store,FP,Home
2023,21,S20231,12719,18292,51253,3849435.84,24089,2623400.33,Next,Courier,Courier,,,FP,Home
